,car_brand,car_model,car_price,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_country,car_engine_capacity,car_engine_hp,car_age
270,Kia,Soul    ,2300000,Astrakhan,gasoline,automatic,FWD,28000,KR,1.6,123,2
271,GAZ,3102 Volga   ,800000,Chelyabinsk,gasoline,manual,RWD,5000,RUS,2.3,145,22
272,GAZ,3102 Volga   ,230000,Chita,gasoline,manual,RWD,220000,RUS,2.3,145,23
273,Hyundai,Solaris    ,1600000,Astrakhan,gasoline,automatic,FWD,91800,KR,1.6,123,6
274,Kia,Sportage    ,1450000,Astrakhan,gasoline,automatic,4WD,148000,KR,2.0,150,14
275,Hyundai,Solaris    ,1470000,Astrakhan,gasoline,automatic,FWD,73918,KR,1.6,123,6
276,Nissan,Note    ,1700000,Astrakhan,gasoline,CVT,FWD,113000,JP,1.2,98,7
277,Honda,Fit    ,550000,Astrakhan,gasoline,CVT,FWD,249201,JP,1.3,86,22
278,Kia,Spectra    ,340000,Astrakhan,gasoline,manual,FWD,293000,KR,1.6,101,18
279,Jetour,X70 Coupe   ,2350000,Astrakhan,gasoline,robot,FWD,1000,CN,1.5,156,2
280,Chevrolet,Niva    ,945000,Astrakhan,gasoline,manual,4WD,63000,USA,1.7,80,7
281,GAZ,3102 Volga   ,225000,Chita,gasoline,manual,RWD,200000,RUS,2.3,131,19
282,GAZ,3102 Volga   ,75000,Chita,gasoline,manual,RWD,200000,RUS,2.4,105,27
283,Toyota,Camry    ,1239999,Astrakhan,gasoline,automatic,FWD,280000,JP,2.4,167,14
284,Kia,Optima    ,1970000,Astrakhan,gasoline,automatic,FWD,135000,KR,2.0,150,7
285,Great,Wall Hover M2  ,759000,Astrakhan,gasoline,manual,FWD,147000,CN,1.5,99,11
286,Hyundai,ix35    ,1945000,Astrakhan,gasoline,automatic,FWD,50000,KR,2.0,150,9
287,GAZ,3102 Volga   ,230000,Yakutsk,gasoline,manual,RWD,250000,RUS,2.4,137,17
288,Nissan,Tiida Latio   ,650000,Astrakhan,gasoline,automatic,FWD,290000,JP,1.5,109,19
289,Nissan,Expert    ,190000,Astrakhan,gasoline,automatic,FWD,487000,JP,1.8,125,22
290,Toyota,Vista    ,270000,Astrakhan,diesel,automatic,FWD,273000,JP,2.0,91,31
291,Toyota,Cresta    ,220000,Astrakhan,gasoline,automatic,RWD,200000,JP,2.0,130,38
292,GAZ,31029 Volga   ,85000,Astrakhan,gasoline,manual,RWD,96000,RUS,2.4,100,28
293,Mitsubishi,Galant    ,299000,Astrakhan,gasoline,manual,FWD,413556,JP,1.8,90,34
294,Honda,City    ,420000,Astrakhan,gasoline,CVT,FWD,230000,JP,1.5,88,20
295,GAZ,31029 Volga   ,60000,Barnaul,gasoline,manual,RWD,100000,RUS,2.4,90,45
296,BMW,X6    ,1395000,Astrakhan,gasoline,automatic,4WD,165470,DE,4.4,407,16
297,Nissan,Almera    ,290000,Astrakhan,gasoline,manual,FWD,200000,JP,1.5,98,20
298,Mazda,Mazda3    ,980000,Astrakhan,gasoline,automatic,FWD,184900,JP,1.6,105,15
299,GAZ,31029 Volga   ,83000,Irkutsk,gasoline,manual,RWD,545618,RUS,2.4,90,28
300,Chevrolet,Monza    ,2050000,Astrakhan,gasoline,robot,FWD,46,USA,1.5,113,1
301,Toyota,Raize    ,2200000,Astrakhan,gasoline,CVT,FWD,31500,JP,1.0,98,4
302,Kia,Rio    ,225000,Astrakhan,gasoline,automatic,FWD,225000,KR,1.5,98,21
303,Hyundai,Solaris    ,1130000,Astrakhan,gasoline,manual,FWD,128000,KR,1.6,123,9
304,Opel,Corsa    ,580000,Astrakhan,gasoline,manual,FWD,164000,DE,1.2,80,17
305,Kia,Cerato    ,1980000,Astrakhan,gasoline,automatic,FWD,37000,KR,2.0,150,5
306,Kia,Rio    ,510000,Astrakhan,gasoline,manual,FWD,75000,KR,1.4,97,18
307,Lifan,X50    ,600000,Astrakhan,gasoline,manual,FWD,94000,CN,1.5,103,8
308,Nissan,Juke    ,1090000,Astrakhan,gasoline,CVT,FWD,98003,JP,1.6,117,12
309,Renault,Clio    ,1529900,Astrakhan,diesel,robot,FWD,40391,FR,1.5,90,5
310,Honda,Stepwgn    ,2350000,Astrakhan,gasoline,CVT,FWD,92500,JP,1.5,150,5
311,Renault,Megane    ,450000,Astrakhan,gasoline,automatic,FWD,212000,FR,1.6,113,18
312,Toyota,Tank    ,1200000,Astrakhan,gasoline,CVT,FWD,50000,JP,1.0,69,5
313,BMW,3-Series    ,3850000,Astrakhan,diesel,automatic,RWD,140000,DE,2.0,190,6
314,Toyota,RAV4    ,1699000,Astrakhan,gasoline,CVT,4WD,208000,JP,2.0,158,13
315,Nissan,Teana    ,998000,Astrakhan,gasoline,CVT,FWD,192000,JP,2.5,182,14
316,Lexus,GS350    ,4250000,Astrakhan,gasoline,automatic,RWD,89000,JP,3.5,311,6
317,Hyundai,Accent    ,400000,Astrakhan,gasoline,manual,FWD,273126,KR,1.5,102,18
318,GAZ,31029 Volga   ,63000,Nizhny Novgorod,gasoline,manual,RWD,120000,RUS,2.4,90,30
319,GAZ,31029 Volga   ,200000,Tomsk,gasoline,manual,RWD,65000,RUS,2.4,100,28
320,Hyundai,Solaris    ,1200000,Astrakhan,gasoline,automatic,FWD,120689,KR,1.6,123,8
321,Mitsubishi,Dion    ,540000,Astrakhan,gasoline,CVT,4WD,270000,JP,2.0,135,22
322,Ford,Focus    ,559000,Astrakhan,gasoline,manual,FWD,199999,USA,1.8,125,17
323,BMW,X7    ,8500000,Astrakhan,diesel,automatic,4WD,87000,DE,3.0,249,5
324,Chevrolet,Cruze    ,865000,Astrakhan,gasoline,automatic,FWD,121000,USA,1.8,141,13
325,Volkswagen,Polo    ,980000,Astrakhan,gasoline,automatic,FWD,250000,DE,1.6,110,8
326,Toyota,Camry    ,4000000,Astrakhan,gasoline,CVT,FWD,100,JP,2.0,174,1
327,Nissan,Teana    ,1450000,Astrakhan,gasoline,CVT,4WD,190000,JP,2.5,167,14
328,GAZ,31029 Volga   ,60000,Tomsk,gasoline,manual,RWD,100000,RUS,2.4,90,28
329,GAZ,31029 Volga   ,250000,Khabarovsk,gasoline,manual,RWD,20000,RUS,2.4,90,31
330,Ford,Focus    ,590000,Astrakhan,gasoline,manual,FWD,260000,USA,1.8,125,17
331,Mitsubishi,Mirage    ,450000,Astrakhan,gasoline,automatic,FWD,298000,JP,1.3,88,27
332,Hyundai,Veloster    ,950000,Astrakhan,gasoline,manual,FWD,78000,KR,1.6,132,12
333,Lexus,ES250    ,4120000,Astrakhan,gasoline,automatic,FWD,73964,JP,2.5,200,5
334,Chevrolet,Aveo    ,760000,Astrakhan,gasoline,automatic,FWD,130000,USA,1.6,115,12
335,Toyota,Mark II   ,750000,Astrakhan,gasoline,automatic,RWD,387102,JP,2.0,160,22
336,Kia,Rio    ,1100000,Astrakhan,gasoline,automatic,FWD,160000,KR,1.6,123,7
337,GAZ,31029 Volga   ,40000,Chita,gasoline,manual,RWD,100000,RUS,2.4,100,27
338,Mercedes-Benz,E-Class    ,995000,Astrakhan,diesel,automatic,RWD,262000,DE,2.1,136,17
339,Chevrolet,Aveo    ,685000,Astrakhan,gasoline,manual,FWD,184000,USA,1.6,115,11
340,Mercedes-Benz,A-Class    ,1350000,Astrakhan,gasoline,robot,FWD,137000,DE,1.6,156,11
341,GAZ,31029 Volga   ,125000,Yakutsk,gasoline,manual,RWD,13568,RUS,2.4,100,30
342,Mitsubishi,Grandis    ,810000,Astrakhan,gasoline,automatic,FWD,326000,JP,2.4,165,21
343,Nissan,March    ,499000,Astrakhan,gasoline,automatic,FWD,99000,JP,1.2,90,22
344,Hyundai,Sonata    ,950000,Astrakhan,gasoline,automatic,FWD,186714,KR,2.0,152,14
345,Kia,Rio    ,950000,Astrakhan,gasoline,manual,FWD,146313,KR,1.6,123,9
346,GAZ,31029 Volga   ,70000,Yakutsk,gasoline,manual,RWD,70000,RUS,2.4,90,32
347,Toyota,Corolla    ,835000,Astrakhan,gasoline,manual,FWD,270000,JP,1.6,124,18
348,Chevrolet,Niva    ,500000,Astrakhan,gasoline,manual,4WD,159189,USA,1.7,80,18
349,Hyundai,Santa Fe Classic  ,800000,Astrakhan,diesel,manual,4WD,199000,KR,2.0,112,19
350,Toyota,Corolla    ,360000,Astrakhan,diesel,automatic,FWD,300000,JP,2.2,79,23
351,Volkswagen,Tiguan    ,1500000,Astrakhan,gasoline,robot,FWD,130000,DE,1.4,150,10
352,GAZ,31029 Volga   ,70000,Yakutsk,gasoline,manual,RWD,59639,RUS,2.4,90,30
353,GAZ,3110 Volga   ,180000,Astrakhan,gasoline,manual,RWD,81211,RUS,2.4,90,26
354,GAZ,3110 Volga   ,150000,Astrakhan,gasoline,manual,RWD,250000,RUS,2.3,130,21
355,Kia,Ceed    ,1541900,Astrakhan,gasoline,automatic,FWD,133264,KR,1.6,128,5
356,GAZ,3110 Volga   ,147000,Yekaterinburg,gasoline,manual,RWD,185000,RUS,2.4,81,21
357,Mercedes-Benz,E-Class    ,2499000,Astrakhan,gasoline,automatic,RWD,180000,DE,2.0,184,9
358,Mercedes-Benz,M-Class    ,2450000,Astrakhan,gasoline,automatic,4WD,163000,DE,6.2,510,14
359,Mazda,Mazda5    ,840000,Astrakhan,gasoline,manual,FWD,307584,JP,1.8,116,17
360,Toyota,Camry    ,1870000,Astrakhan,gasoline,automatic,FWD,109000,JP,2.0,148,10
361,Toyota,Vitz    ,1300000,Astrakhan,gasoline,CVT,FWD,78000,JP,1.0,69,9
362,Honda,CR-V    ,1710000,Astrakhan,gasoline,automatic,4WD,215000,JP,2.0,150,12
363,Dodge,Intrepid    ,350000,Astrakhan,gasoline,automatic,FWD,240000,USA,2.7,200,23
364,BMW,3-Series Gran Turismo  ,3390000,Astrakhan,diesel,automatic,4WD,53000,DE,2.0,184,6
365,Chevrolet,Cruze    ,810000,Astrakhan,gasoline,manual,FWD,147800,USA,1.6,109,12
366,Geely,Monjaro    ,3700000,Astrakhan,gasoline,automatic,4WD,400,CN,2.0,238,1
367,Peugeot,408    ,1100000,Astrakhan,gasoline,automatic,FWD,134000,FR,1.6,150,8
368,Nissan,Qashqai    ,1290000,Astrakhan,gasoline,CVT,FWD,146000,JP,1.6,117,12
369,GAZ,3110 Volga   ,70000,Krasnoyarsk,gasoline,manual,RWD,150000,RUS,2.4,100,26
370,Toyota,RAV4    ,2040000,Astrakhan,diesel,automatic,4WD,207000,JP,2.2,150,10
371,Nissan,Primera    ,600000,Astrakhan,gasoline,automatic,FWD,208000,JP,1.8,116,19
372,Hyundai,Solaris    ,900000,Astrakhan,gasoline,automatic,FWD,160000,KR,1.6,123,12
373,Geely,Emgrand    ,1931000,Astrakhan,gasoline,automatic,FWD,48810,CN,2.0,140,5
374,Chevrolet,Aveo    ,939000,Astrakhan,gasoline,manual,FWD,57620,USA,1.6,116,11
375,Kia,Rio    ,1125000,Astrakhan,gasoline,manual,FWD,103200,KR,1.4,107,8
376,GAZ,3110 Volga   ,300000,Nizhny Novgorod,gasoline,manual,RWD,137000,RUS,2.4,100,27
377,Hummer,H2    ,2179999,Astrakhan,gasoline,automatic,4WD,212000,USA,6.0,325,18
378,Toyota,Prius    ,1290000,Astrakhan,hybrid,automatic,FWD,167000,JP,1.8,99,12
379,Peugeot,3008    ,835000,Astrakhan,gasoline,automatic,FWD,110589,FR,1.6,150,12
380,Toyota,Corolla Fielder   ,1500000,Astrakhan,hybrid,CVT,FWD,109000,JP,1.5,74,7
381,Kia,Spectra    ,569990,Astrakhan,gasoline,automatic,FWD,159720,KR,1.6,101,17
382,Toyota,Camry    ,1780000,Astrakhan,gasoline,automatic,FWD,145000,JP,2.0,148,10
383,Opel,Insignia    ,899000,Astrakhan,gasoline,automatic,FWD,253000,DE,2.0,220,15
384,Nissan,Elgrand    ,1090000,Astrakhan,gasoline,automatic,4WD,204000,JP,3.5,240,21
385,Hyundai,Starex    ,680000,Astrakhan,diesel,automatic,RWD,374000,KR,2.5,145,20
386,Dodge,Caliber    ,650000,Astrakhan,gasoline,CVT,FWD,142000,USA,2.0,156,16
387,BMW,3-Series    ,2000000,Astrakhan,gasoline,automatic,4WD,155000,DE,2.0,184,12
388,Opel,Astra    ,670000,Astrakhan,gasoline,robot,FWD,149000,DE,1.6,115,14
389,Kia,Rio    ,1680000,Astrakhan,gasoline,automatic,FWD,93500,KR,1.6,123,5
390,Renault,Megane    ,370000,Astrakhan,gasoline,manual,FWD,265000,FR,1.6,110,19
391,Hyundai,Sonata    ,495000,Astrakhan,gasoline,manual,FWD,310000,KR,2.0,131,20
392,Mitsubishi,Chariot Grandis   ,335000,Astrakhan,gasoline,automatic,4WD,250000,JP,2.4,165,25
393,Volkswagen,Polo    ,883900,Astrakhan,gasoline,automatic,FWD,157179,DE,1.6,105,12
394,Kia,Ceed    ,1849900,Astrakhan,gasoline,automatic,FWD,63349,KR,1.6,128,6
395,Kia,Rio    ,995000,Astrakhan,gasoline,automatic,FWD,226000,KR,1.6,123,10
396,Haval,F7    ,2363900,Astrakhan,gasoline,robot,4WD,25664,CN,2.0,190,3
397,Toyota,Mark X   ,599999,Astrakhan,gasoline,automatic,RWD,164000,JP,2.5,215,18
398,Chevrolet,Spark    ,695000,Astrakhan,gasoline,manual,FWD,81700,USA,1.0,67,12
399,Hyundai,Sonata    ,1260000,Astrakhan,gasoline,automatic,FWD,199122,KR,2.0,150,13
400,BMW,X6    ,2650000,Astrakhan,diesel,automatic,4WD,210000,DE,3.0,245,10
401,Lifan,Breez    ,225000,Astrakhan,gasoline,manual,FWD,162000,CN,1.3,89,16
402,Volkswagen,Jetta    ,810000,Astrakhan,gasoline,robot,FWD,255000,DE,1.4,122,13
403,Renault,Logan    ,945000,Astrakhan,gasoline,manual,FWD,95000,FR,1.6,82,4
404,Nissan,Teana    ,830000,Astrakhan,gasoline,CVT,FWD,234364,JP,2.5,182,16
405,Hyundai,Tucson    ,3500000,Astrakhan,diesel,automatic,4WD,23000,KR,2.0,186,3
406,Lifan,Breez    ,160000,Astrakhan,gasoline,manual,FWD,157000,CN,1.3,89,14
407,Nissan,Note    ,1420000,Astrakhan,hybrid,automatic,FWD,97500,JP,1.2,79,7
408,GAZ,3110 Volga   ,75000,Surgut,gasoline,manual,RWD,112000,RUS,2.4,100,24
409,Hyundai,Solaris    ,1130000,Astrakhan,gasoline,automatic,FWD,109380,KR,1.6,123,11
410,Nissan,Tiida    ,969000,Astrakhan,gasoline,automatic,FWD,115692,JP,1.6,110,16
411,Renault,Logan Stepway   ,1080000,Astrakhan,gasoline,manual,FWD,131547,FR,1.6,82,5
412,GAZ,3110 Volga   ,95000,Tomsk,gasoline,manual,RWD,299000,RUS,2.4,90,24
413,Opel,Vectra    ,950000,Astrakhan,gasoline,automatic,FWD,185000,DE,2.2,155,16
414,Kia,Picanto    ,655000,Astrakhan,gasoline,manual,FWD,131000,KR,1.0,69,13
415,Hyundai,Tucson    ,4300000,Astrakhan,diesel,automatic,4WD,4500,KR,2.0,186,2
416,Toyota,Corolla    ,1180000,Astrakhan,gasoline,automatic,FWD,200000,JP,1.6,124,12
417,Mazda,Mazda6    ,880000,Astrakhan,gasoline,manual,FWD,233000,JP,1.8,120,16
418,Li,L9    ,7300000,Astrakhan,hybrid,automatic,4WD,50,CN,1.5,154,1
419,Hyundai,Solaris    ,870000,Astrakhan,gasoline,automatic,FWD,213620,KR,1.4,107,13
420,Lexus,LX570    ,3800000,Astrakhan,gasoline,automatic,4WD,313000,JP,5.7,367,13
421,Haval,F7    ,2930000,Astrakhan,gasoline,robot,4WD,35000,CN,2.0,190,2
422,Hyundai,Solaris    ,1675000,Astrakhan,gasoline,automatic,FWD,103199,KR,1.6,123,5
423,Kia,Optima    ,2250000,Astrakhan,gasoline,automatic,FWD,110000,KR,2.4,188,6
424,Ford,Kuga    ,1300000,Astrakhan,gasoline,automatic,4WD,205000,USA,2.5,200,14
425,Lexus,RX300    ,5199000,Astrakhan,gasoline,automatic,FWD,60141,JP,2.0,238,4
426,GAZ,3110 Volga   ,155000,Tomsk,gasoline,manual,RWD,257000,RUS,2.4,80,21
427,Hyundai,Solaris    ,1650000,Astrakhan,gasoline,automatic,FWD,81000,KR,1.6,123,6
428,Kia,Magentis    ,565000,Astrakhan,gasoline,automatic,FWD,270000,KR,2.0,145,17
429,Hyundai,Creta    ,1990000,Astrakhan,gasoline,automatic,FWD,40235,KR,1.6,123,4
430,Mazda,Mazda3    ,479000,Astrakhan,gasoline,manual,FWD,321144,JP,1.6,105,18
431,Volkswagen,Polo    ,1420000,Astrakhan,gasoline,manual,FWD,102000,DE,1.6,90,4
432,Peugeot,206    ,180000,Astrakhan,gasoline,manual,FWD,200000,FR,1.1,60,23
433,GAZ,3110 Volga   ,80000,Tomsk,gasoline,manual,RWD,170345,RUS,2.4,100,24
434,Hyundai,i30    ,1250000,Astrakhan,gasoline,automatic,FWD,120000,KR,1.6,130,10
435,Geely,Coolray    ,1852900,Astrakhan,gasoline,robot,FWD,31063,CN,1.5,150,4
436,Toyota,Vitz    ,1300000,Astrakhan,gasoline,CVT,FWD,78000,JP,1.0,69,6
437,BMW,5-Series    ,250000,Astrakhan,gasoline,manual,RWD,300000,DE,2.0,125,40
438,Kia,Carnival    ,3720000,Astrakhan,diesel,automatic,FWD,67000,KR,2.2,202,6
439,Renault,Koleos    ,3100000,Astrakhan,gasoline,CVT,4WD,68614,FR,2.0,144,5
440,SsangYong,Torres    ,4120000,Astrakhan,gasoline,automatic,4WD,26100,KR ,1.5,170,2
441,Jeep,Wrangler    ,7500000,Astrakhan,gasoline,automatic,4WD,30000,USA,2.0,272,5
442,Jeep,Wrangler    ,6900000,Astrakhan,gasoline,automatic,4WD,24000,USA,2.0,272,5
443,Hyundai,Santa Fe   ,3380000,Astrakhan,diesel,automatic,FWD,57198,KR,2.0,186,5
444,Kia,Sorento    ,3230000,Astrakhan,diesel,automatic,4WD,71360,KR,2.0,186,6
445,Kia,Sportage    ,2680000,Astrakhan,diesel,automatic,FWD,76259,KR,2.0,186,5
446,Kia,Morning    ,1380000,Astrakhan,gasoline,automatic,FWD,30381,KR,1.0,100,6
447,Toyota,Probox    ,1430000,Astrakhan,gasoline,CVT,FWD,107990,JP,1.3,95,5
448,Kia,Seltos    ,2430000,Astrakhan,gasoline,robot,FWD,78928,KR,1.6,177,3
449,Mazda,CX-5    ,3080000,Astrakhan,gasoline,automatic,4WD,88439,JP,2.5,194,6
450,Toyota,Tank    ,1380000,Astrakhan,gasoline,CVT,FWD,86000,JP,1.0,69,7
451,Daihatsu,Boon    ,1230000,Astrakhan,gasoline,CVT,FWD,49360,JP,1.0,69,5
452,Infiniti,FX30d    ,2530000,Astrakhan,diesel,automatic,4WD,136748,JP,3.0,238,12
453,Ford,Escape    ,1590000,Astrakhan,gasoline,automatic,4WD,136279,USA,1.6,178,11
454,Toyota,Roomy    ,1410000,Astrakhan,gasoline,CVT,FWD,90470,JP,1.0,69,8
455,Nissan,Serena    ,2500000,Astrakhan,hybrid,CVT,FWD,95560,JP,2.0,150,8
456,Kia,Ceed    ,1970000,Astrakhan,gasoline,automatic,FWD,76222,KR,1.6,128,6
457,Mercedes-Benz,M-Class    ,2990000,Astrakhan,gasoline,automatic,4WD,177000,DE,3.5,306,12
458,Mercedes-Benz,GLE    ,5960000,Astrakhan,diesel,automatic,4WD,89785,DE,3.0,249,7
459,Hyundai,Solaris    ,1249990,Astrakhan,gasoline,automatic,FWD,162302,KR,1.6,123,10
460,Hyundai,Creta    ,1999990,Astrakhan,gasoline,automatic,FWD,109023,KR,1.6,123,4
461,Mitsubishi,Lancer    ,785000,Astrakhan,gasoline,automatic,FWD,217000,JP,1.5,109,16
462,Toyota,Passo    ,1400000,Astrakhan,gasoline,CVT,FWD,18600,JP,1.0,69,5
463,Kia,Sorento    ,2600000,Astrakhan,gasoline,automatic,4WD,78856,KR,2.4,175,7
464,Toyota,Noah    ,2150000,Astrakhan,gasoline,CVT,FWD,123000,JP,2.0,152,8
465,Toyota,Camry    ,1990000,Astrakhan,gasoline,automatic,FWD,217000,JP,2.5,181,11
466,Hyundai,Sonata    ,1790000,Astrakhan,gasoline,automatic,FWD,68000,KR,2.0,245,9
467,GAZ,3110 Volga   ,75000,Tomsk,gasoline,manual,RWD,160073,RUS,2.4,100,26
468,Kia,Spectra    ,545000,Astrakhan,gasoline,manual,FWD,215000,KR,2.0,138,17
469,Kia,Spectra    ,495000,Astrakhan,gasoline,manual,FWD,215000,KR,1.6,101,16
470,Chrysler,Town and Country  ,895000,Astrakhan,gasoline,automatic,FWD,225000,USA,3.8,215,21
471,Skoda,Octavia    ,1185000,Astrakhan,gasoline,manual,FWD,165000,CZ,1.6,110,10
472,Haval,F7    ,2999999,Astrakhan,gasoline,robot,4WD,1263,CN,1.5,150,1
473,Lexus,RX350    ,1400000,Astrakhan,gasoline,automatic,4WD,279840,JP,3.5,276,18
474,Lexus,ES250    ,4190000,Astrakhan,gasoline,automatic,FWD,66602,JP,2.5,200,4
475,Mitsubishi,Outlander    ,1950000,Astrakhan,gasoline,CVT,4WD,73000,JP,2.0,146,8
476,GAZ,3110 Volga   ,80000,Ufa,gasoline,manual,RWD,107700,RUS,2.4,100,26
477,GAZ,3110 Volga   ,175000,Ufa,gasoline,manual,RWD,124000,RUS,2.3,130,22
478,Kia,Rio    ,1550000,Astrakhan,gasoline,automatic,FWD,97224,KR,1.6,123,6
479,Hyundai,Creta    ,1735000,Astrakhan,gasoline,automatic,FWD,101211,KR,1.6,123,7
480,Chevrolet,Cruze    ,750000,Astrakhan,gasoline,manual,FWD,293295,USA,1.6,109,12
481,Chery,Tiggo 5   ,1295000,Astrakhan,gasoline,CVT,FWD,111111,CN,2.0,136,7
482,Mercedes-Benz,C-Class    ,1750000,Astrakhan,gasoline,automatic,RWD,178000,DE,1.6,156,12
483,BMW,5-Series    ,3950000,Astrakhan,diesel,automatic,4WD,92000,DE,2.0,190,7
484,Honda,Accord    ,1100000,Astrakhan,gasoline,automatic,FWD,274577,JP,2.4,190,17
485,Hyundai,ix35    ,1550000,Astrakhan,gasoline,automatic,FWD,120000,KR,2.0,150,10
486,GAZ,3110 Volga   ,100000,Khabarovsk,gasoline,manual,RWD,257000,RUS,2.3,130,23
487,Great,Wall Hover H3  ,750000,Astrakhan,gasoline,manual,4WD,97869,CN,2.0,122,14
488,Kia,Soul    ,1499000,Astrakhan,gasoline,automatic,FWD,178000,KR,1.6,124,10
489,GAZ,3110 Volga   ,999000,Chelyabinsk,gasoline,manual,RWD,43551,RUS,2.4,100,26
490,Land Rover,Rover Discovery   ,1790000,Astrakhan,diesel,automatic,4WD,231000,UK,3.0,245,12
491,Toyota,Corolla    ,1320000,Astrakhan,gasoline,automatic,FWD,140000,JP,1.6,124,11
492,Toyota,Camry    ,2350000,Astrakhan,gasoline,automatic,FWD,191000,JP,2.5,181,10
493,Kia,Sorento    ,2390000,Astrakhan,gasoline,automatic,FWD,199104,KR,2.4,175,4
494,Kia,Rio X (X-Line)  ,2150000,Astrakhan,gasoline,automatic,FWD,15800,KR,1.6,123,2
495,Rover,400    ,150000,Astrakhan,gasoline,manual,FWD,300000,UK,2.0,134,26
496,Mazda,323    ,265000,Astrakhan,gasoline,manual,FWD,343900,JP,1.6,95,21
497,Haval,Jolion    ,2190000,Astrakhan,gasoline,robot,FWD,7201,CN,1.5,143,2
498,Kia,Rio    ,1585900,Astrakhan,gasoline,automatic,FWD,57033,KR,1.6,123,6
499,Hyundai,Accent    ,320000,Astrakhan,gasoline,manual,FWD,210000,KR,1.6,103,19
500,Hyundai,Tucson    ,2800000,Astrakhan,gasoline,automatic,FWD,40000,KR,2.0,150,4
501,Kia,Soul    ,1740000,Astrakhan,gasoline,automatic,FWD,103000,KR,1.6,124,8
502,Toyota,Camry    ,4250000,Astrakhan,gasoline,automatic,FWD,63,JP,2.5,206,1
503,Chevrolet,Spark    ,330000,Astrakhan,gasoline,manual,FWD,139000,USA,0.8,51,17
504,Ravon,R4    ,850000,Astrakhan,gasoline,manual,FWD,130000,UZ,1.5,106,7
505,GAZ,3110 Volga   ,130000,Chita,gasoline,manual,RWD,52799,RUS,2.4,100,22
506,Toyota,Prius    ,1950000,Astrakhan,hybrid,CVT,FWD,148000,JP,1.8,98,8
507,Hyundai,Solaris    ,1670000,Astrakhan,gasoline,automatic,FWD,87196,KR,1.6,123,6
508,Toyota,Land Cruiser Prado  ,1650000,Astrakhan,gasoline,automatic,4WD,217852,JP,4.0,249,20
509,Toyota,Corolla    ,2260000,Astrakhan,gasoline,CVT,FWD,11268,JP,1.6,122,3
510,Nissan,Juke    ,1230000,Astrakhan,gasoline,CVT,FWD,137414,JP,1.6,117,12
511,Renault,Sandero Stepway   ,875000,Astrakhan,gasoline,automatic,FWD,168474,FR,1.6,103,13
512,Lifan,Smily    ,365000,Astrakhan,gasoline,manual,FWD,134530,CN,1.3,89,13
513,Mitsubishi,ASX    ,1400000,Astrakhan,gasoline,CVT,FWD,159251,JP,1.8,140,10
514,Nissan,Qashqai    ,995000,Astrakhan,gasoline,CVT,FWD,207333,JP,2.0,141,14
515,Mazda,Mazda6    ,830000,Astrakhan,gasoline,manual,FWD,146667,JP,1.8,120,13
516,Toyota,Camry    ,1920000,Astrakhan,gasoline,automatic,FWD,198745,JP,2.5,181,9
517,SsangYong,Actyon    ,850000,Astrakhan,diesel,automatic,FWD,187852,KR ,2.0,149,13
518,GAZ,3110 Volga   ,55000,Chita,gasoline,manual,RWD,100000,RUS,2.3,145,26
519,Infiniti,FX35    ,955000,Astrakhan,gasoline,automatic,RWD,250000,JP,3.5,280,20
520,Toyota,Camry    ,3200000,Astrakhan,gasoline,automatic,FWD,77000,JP,2.5,181,5
521,GAZ,3110 Volga   ,120000,Chita,gasoline,manual,RWD,235000,RUS,2.3,130,23
522,Toyota,Camry    ,3360000,Astrakhan,gasoline,automatic,FWD,34341,JP,2.5,200,3
523,GAZ,3110 Volga   ,215000,Chita,gasoline,manual,RWD,250,RUS,2.4,100,24
524,GAZ,31105 Volga   ,250000,Barnaul,gasoline,manual,RWD,450000,RUS,2.4,137,17
525,Ford,Focus    ,510000,Astrakhan,gasoline,manual,FWD,223000,USA,1.6,100,18
526,Mercedes-Benz,GL-Class    ,3100000,Astrakhan,gasoline,automatic,4WD,182000,DE,3.0,333,10
527,Chevrolet,Niva    ,630000,Astrakhan,gasoline,manual,4WD,272000,USA,1.7,80,11
528,Hyundai,Solaris    ,799000,Astrakhan,gasoline,manual,FWD,200085,KR,1.6,123,10
529,Hyundai,Santa Fe   ,4780000,Astrakhan,diesel,automatic,4WD,67904,KR,2.2,200,6
530,Mazda,CX-7    ,1051900,Astrakhan,gasoline,automatic,4WD,175086,JP,2.3,238,13
531,Skoda,Octavia    ,2350000,Astrakhan,gasoline,robot,FWD,109000,CZ,1.8,180,5
532,Hyundai,Solaris    ,1539000,Astrakhan,gasoline,manual,FWD,64125,KR,1.6,123,5
533,Skoda,Octavia    ,1560000,Astrakhan,gasoline,automatic,FWD,126332,CZ,1.6,110,7
534,Volkswagen,Polo    ,790000,Astrakhan,gasoline,manual,FWD,136000,DE,1.6,105,11
535,Toyota,Camry    ,3899000,Astrakhan,gasoline,automatic,FWD,3078,JP,2.5,202,2
536,Nissan,Qashqai    ,1435900,Astrakhan,gasoline,CVT,FWD,128132,JP,2.0,144,10
537,Ford,Focus    ,800000,Astrakhan,gasoline,robot,FWD,169258,USA,1.6,125,13
538,Nissan,X-Trail    ,1270000,Astrakhan,gasoline,CVT,4WD,209532,JP,2.5,169,13
539,Mazda,CX-5    ,1795000,Astrakhan,diesel,automatic,4WD,92561,JP,2.2,150,9
